Price,Stars,Number of Reviews,Product Name,Brand,Year of Release,Color Category,Display Type,Screen Size,Screen Resolution,Touch Screen,Operating System,Voice Assistant Built-in,Storage Type,Total Storage Capacity,System Memory (RAM),Type of Memory (RAM),Battery Type,Battery Life (up to),Graphics Type,GPU Brand,Graphics,Processor Brand,Processor Model,Number of CPU Cores,CPU Base Clock Frequency,Product Weight,Backlit Keyboard,Front Facing Camera Video Resolution,Number of HDMI Outputs (Total)
$399.00,4.6,107,"15.6"" Chromebook - Intel Processor N200 - 8GB Memory - 64GB eMMC",HP,2023,Silver,,15.6 inches,1366 x 768 (HD),No,Chrome OS,Google Assistant,eMMC,64 gigabytes,8 gigabytes,LPDDR5,Lithium-ion polymer,,Integrated,Intel,Intel UHD Graphics,Intel,Intel Processor N200,4-core (quad-core),3.7 gigahertz,3.81 pounds,No,720p,0
"$1,590.99",,Be the first to write a review,"17.3"" Refurbished 1920 x 1080 FHD - Intel 8th Gen Core i7-8850H with 32GB RAM - NVIDIA Quadro P3200 - 1TB SSD",Dell,2018,Black,,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,1000 gigabytes,32 gigabytes,DDR4,Lithium-ion,,"Dedicated, Integrated",NVIDIA,NVIDIA Quadro P3200,Intel,Intel 8th Generation Core i7,6-core,4.3 gigahertz,6.81 pounds,No,720p,1
$809.99,,Be the first to write a review,"14"" Refurbished 1920 x 1080 FHD - Intel 8th Gen Core i7-8665U with 16GB RAM - Intel UHD Graphics 620 - 1TB SSD",Lenovo,2019,Black,,14 inches,1920 x 1080 (Full HD),Yes,Windows 11 Pro,,SSD,1000 gigabytes,16 gigabytes,LPDDR3,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4.8 gigahertz,2.4 pounds,Yes,720p,1
"$1,409.99",,Be the first to write a review,"Mobile Precision 3580 15.6"" Laptop - Intel Core i5-1335U with 16GB Memory - 256GB SSD",Dell,2023,Gray,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i5,,,3.56 pounds,Yes,1080p,1
"$1,799.99",,Be the first to write a review,"Nitro 16- 16"" 165Hz Gaming Laptop WUXGA – AMD Ryzen 9 7940HS with 16 GB memory - GeForce RTX 4070 -1TB PCIe Gen 4 SSD",Acer,2023,Black,LCD,16 inches,2560 x 1600,No,Windows 11 Home,Cortana,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4070,AMD,AMD Ryzen 9 7000 Series,8-core,5.2 gigahertz,5.95 pounds,Yes,720p,1
$799.99,4.4,5 on  ASUS.com,"VivoBook S14 S435EA 14"" Laptop - Intel Core i7 - 8 GB Memory - 512 GB SSD",ASUS,2022,Green,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,512 gigabytes,8 gigabytes,LPDDR4X,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,4-core (quad-core),2.8 gigahertz,2.87 pounds,No,,
$764.99,3.6,5,"Geek Squad Certified Refurbished Surface Laptop 3 - 13.5"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 128GB SSD",Microsoft,2019,Silver,LCD,13.5 inches,2256 x 1504,Yes,Windows 10 Home,No,SSD,128 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion polymer,11.5 hours,Integrated,Intel,Intel Iris Plus Graphics,Intel,Intel 10th Generation Core i5,4-core (quad-core),1.2 gigahertz,2.79 pounds,Yes,720p,
$477.99,,Be the first to write a review,"14"" Refurbished 1920x1080 FHD - Intel 8th Gen Core i5-8350U - Intel HD Graphics 620 with 16GB and 256GB - SSD",Lenovo,2019,Black,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel HD Graphics 620,Intel,Intel 8th Generation Core i5,4-core (quad-core),3.6 gigahertz,2.9 pounds,Yes,720p,1
$756.99,,Be the first to write a review,"Acer Nitro 5 15.6"" Refurbished Gaming Laptop - Intel Core i5-12500H with 16GB Memory and 512GB Solid State Drive",Acer,2021,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050 Ti,Intel,Intel 12th Generation Core i5,,,5.51 pounds,Yes,,
"$1,479.99",,Be the first to write a review,"ThinkPad X13 Yoga Gen 4 2 in 1 13.3"" Touch-screen Laptop- i5-1335U 16GB- 256GB SSD",Lenovo,2023,Gray,,13.3 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Pro,,SSD,256 gigabytes,16 gigabytes,LPDDR5,Lithium-ion polymer,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i5,,,2.66 pounds,Yes,,
$189.00,4.6,246,"Chromebook 314 Laptop-14"" Full HD Touch IPS - 4GB LPDDR4-64GB eMMC- Wi-Fi 5",Acer,2022,Black,,14 inches,1920 x 1080 (Full HD),Yes,Chrome OS,,eMMC,64 gigabytes,4 gigabytes,LPDDR4,Lithium-ion,12.5 hours,Integrated,Intel,Intel UHD Graphics 600,Intel,Intel Celeron,2-core (dual-core),,3.31 pounds,No,720p,
"$1,139.99",,Be the first to write a review,"ThinkPad E16 Gen 1 16"" Touch-Screen Laptop - Intel Core i5 with 16GB Memory - 512GB SSD",Lenovo,2023,Black,,16 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Pro,,SSD,512 gigabytes,8 gigabytes,DDR4 SoDIMM,Lithium-ion polymer,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i5,,,3.9 pounds,Yes,,
"$1,869.99",,Be the first to write a review,"ThinkPad X1 Yoga Gen 8 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 with 16GB Memory - 256GB SSD",Lenovo,2023,Gray,,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Pro,,SSD,256 gigabytes,16 gigabytes,LPDDR5,Lithium-ion polymer,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i5,,,3.04 pounds,Yes,,
$590.99,,Be the first to write a review,"14"" Refurbished 1920 x 1080 FHD - Intel 8th Gen Core i5-8350U with 16GB RAM - Intel UHD Graphics 620 - 512GB SSD",Lenovo,2018,Black,,14 inches,1920 x 1080 (Full HD),Yes,Windows 11 Pro,,SSD,512 gigabytes,16 gigabytes,LPDDR3,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i5,4-core (quad-core),3.6 gigahertz,3.08 pounds,Yes,720p,1
"$2,729.99",,Be the first to write a review,"GS66 Stealth 15.6"" Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3070 Ti with 32GB - 512GB SSD",MSI,2022,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,512 gigabytes,32 gigabytes,DDR5,Lithium-ion polymer,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3070 Ti,Intel,Intel 12th Generation Core i7,8-core,4.7 gigahertz,4.63 pounds,Yes,720p,1
$168.99,,Be the first to write a review,"311 - 11.6"" Chromebook AMD A4-9120C 1.6GHz 4GB RAM 64GB Flash ChromeOS - Refurbished",Acer,2022,Black,,11.6 inches,1366 x 768 (HD),No,Chrome OS,,eMMC,64 gigabytes,4 gigabytes,Not provided,Lithium-ion,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD A-Series A4,,,4.3 pounds,No,,
$699.99,4.8,95,"Yoga 6 2-in-1 13.3"" WUXGA (1920 x 1200) Touch Laptop -Ryzen 5 7530U with 8GB Memory - 256GB SSD",Lenovo,2023,Blue,LCD,13.3 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-polymer,12.5 hours,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 5 7000 Series,6-core,4.5 gigahertz,3.014 pounds,Yes,1080p,1
"$1,599.99",4.2,89,"G16  16.0"" QHD 165Hz Gaming Laptop - 12th Generation Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3060- 1TB SSD",Dell,2022,Black,LED,16 inches,2560 x 1600,No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3060,Intel,Intel 12th Generation Core i7,14-core,4.7 gigahertz,5.84 pounds,Yes,720p,1
$764.99,2.8,12,"Apple MacBook Pro 15.4"" Certified Refurbished - Touch Bar - Intel Core i7 2.6GHz with 16 GB Memory - 256GB SSD (2016)",Apple,2017,Silver,LED,13 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,256 gigabytes,16 gigabytes,LPDDR3,Lithium-polymer,10 hours,Integrated,AMD Radeon,AMD Radeon Pro 450,Intel,Intel 6th Generation Core i7,,2.6 gigahertz,4.02 pounds,Yes,,
$829.99,,Be the first to write a review,"Apple MacBook Air 13.3"" Certified Refurbished - M1 chip - 8GB Memory - 7 GPU - 256GB SSD (2020)",Apple,2020,Space Gray,,13.3 inches,2560 x 1600,No,macOS Big Sur 11.0,,SSD,256 gigabytes,8 gigabytes,Not provided,Lithium-polymer,,Integrated,Apple,Apple M1 7-core,Apple,Apple M1,,,2.9 pounds,No,,
"$1,453.99",,Be the first to write a review,"Geek Squad Certified Refurbished gram 16"" Laptop - Intel Core i7 - 16GB RAM - 1TB SSD",LG,,Silver,,16 inches,2560 x 1600,No,Windows 10 Home,,SSD,1000 gigabytes,16 gigabytes,LPDDR4X,Lithium-ion,,,,,Intel,Intel 11th Generation Core i7,,,,Yes,720p,
"$1,149.99",4.8,287,"ENVY 2-in-1 15.6"" Full HD Touch-Screen Laptop - Intel Evo Platform - Core i7 - 16GB Memory - 512GB SSD",HP,2023,Silver,,15.6 inches,1920 x 1080 (Full HD),Yes,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,LPDDR5,Lithium-ion polymer,17 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7 Evo Platform,10-core,5 gigahertz,4.22 pounds,Yes,,1
$429.99,,Be the first to write a review,"14"" Refurbished 1280 x 720 - Intel 8th Gen Core i5-8265U with 16GB RAM - Intel UHD Graphics 620 - 256GB SSD",HP,2019,Silver,,14 inches,1280 x 720,No,Windows 11 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i5,4-core (quad-core),3.9 gigahertz,3.53 pounds,No,720p,1
$829.99,,Be the first to write a review,"14"" Refurbished 1920x1080 FHD - Intel 8th Gen Core i7-8650U - Intel HD Graphics 620 with 32GB and 1TB - SSD",Lenovo,2018,Black,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,1000 gigabytes,32 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel HD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4.2 gigahertz,3.49 pounds,Yes,720p,1
$899.99,,Be the first to write a review,"Modern 14 B11S 14"" Laptop - Intel Core i7 - 8 GB Memory - 512 GB SSD",MSI,2021,Gray,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Home,No,SSD,512 gigabytes,8 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,,,2.62 pounds,Yes,720p,
$750.99,4.4,186,"Nitro 5 17.3"" Full HD IPS 144Hz Gaming Laptop- Intel Core i5-12500H- NVIDIA GeForce RTX 3050-512GB PCIe Gen 4 SSD",Acer,2022,Black,,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,8 gigabytes,DDR4,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050,Intel,Intel 12th Generation Core i5,,,6.61 pounds,Yes,,
"$1,849.99",4.2,85,"XPS 13 Plus 13.4"" OLED Touch-Screen Laptop – 12th Gen Intel Evo i7 - 16GB Memory - 512GB SSD",Dell,2022,Silver,OLED,13.4 inches,3456 x 2160,Yes,Windows 11 Home,"Amazon Alexa, Cortana",SSD,512 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i7 Evo Platform,12-core,4.7 gigahertz,2.77 pounds,Yes,720p,0
"$1,599.99",4.3,16,"m15 R7 15.6"" QHD 240Hz Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1 TB SSD",Alienware,2022,Black,LED,15.6 inches,2560 x 1440 (QHD),No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3060,Intel,Intel 12th Generation Core i7,14-core,4.7 gigahertz,5.93 pounds,Yes,720p,1
"$1,429.99",4.1,114,"ROG Zephyrus 15.6"" QHD Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3080 - 1TB SSD",ASUS,2021,Gray,LED,15.6 inches,2560 x 1440 (QHD),No,Windows 10 Home,,SSD,1000 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3080,AMD,AMD Ryzen 9 5000 Series,8-core,,4.19 pounds,Yes,,
$899.99,5.0,2,"Refurbished MacBook Pro - 15"" Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 555X - 256GB SSD",Apple,2018,Silver,LED,15.4 inches,2880 x 1800 (Retina),No,Mac OS,Siri,SSD,256 gigabytes,16 gigabytes,DDR4,Lithium-polymer,10 hours,Dedicated,AMD Radeon,AMD Radeon Pro 555X,Intel,Intel 8th Generation Core i7,,2.2 gigahertz,4.02 pounds,Yes,,
"$2,349.99",5.0,3,"Precision 5000 15.6"" Laptop - Intel Core i7 - 32 GB Memory - NVIDIA RTX A2000 - 512 GB SSD",Dell,2022,Gray,LCD,15.6 inches,1920 x 1200 (WUXGA),No,Windows 10 Pro,No,SSD,512 gigabytes,32 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA RTX A2000,Intel,Intel 12th Generation Core i7,,2.3 gigahertz,4.06 pounds,Yes,,
"$2,099.99",4.5,36,XPS 9720 17” UHD+ Touch Screen Laptop - 12th Gen Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD,Dell,2022,Silver,LED,17 inches,3840 x 2400,Yes,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3060,Intel,Intel 12th Generation Core i7,14-core,,5.34 pounds,Yes,720p,0
"$1,049.99",4.5,2,"Prestige 14"" Gaming Laptop - EVO Intel Core i7 - 32GB Memory - Intel Iris Xe - 1TB SSD",MSI,2022,Gray,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,32 gigabytes,32 gigabytes,LPDDR4X,Lithium-ion polymer,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7 Evo Platform,,,2.84 pounds,Yes,720p,
$949.99,,Be the first to write a review,"Inspiron 14.0"" 2-in-1 Touch Laptop - Ryzen 7 - 16GB Memory - 512GB Solid State Drive",Dell,2023,Blue,LED,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,LPDDR4X,Lithium-ion,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 7000 Series,8-core,4.5 gigahertz,3.61 pounds,Yes,1080p,1
$649.99,3.0,2,"Geek Squad Certified Refurbished MacBook Air - 13.3"" Retina Display - Intel Core i5 - 8GB Memory - 256GB Flash Storage",Apple,2018,Silver,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Dedicated,Intel,Intel UHD Graphics 617,Intel,Intel 8th Generation Core i5,,1.6 gigahertz,2.8 pounds,Yes,,
"$1,799.99",4.8,5,gram 17” Laptop - Intel Evo Platform 13th Gen Intel Core i7 with 16GB RAM - 1TB NVMe SSD,LG,2023,Black,,17 inches,2560 x 1600,No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,,,2.64 pounds,Yes,,1
"$1,782.99",4.0,1 Review,gram Style 16” Laptop - Intel Evo Platform 13th Gen Intel Core i7 with 16GB RAM - 1TB NVMe SSD,LG,2023,White,OLED,16 inches,3200 x 1800 (quad HD+),No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,14.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,,,2.76 pounds,Yes,,
$112.99,4.8,8,"Lenovo IdeaPad 3 Chrome 14M836 14"" Refurbished Chromebook - MediaTek MT8183 with 4GB Memory and 64GB eMMC Storage",Lenovo,2021,Blue,,14 inches,1366 x 768 (HD),No,Chrome OS,,eMMC,64 gigabytes,4 gigabytes,LPDDR4,Lithium-ion,,Integrated,MediaTek,MediaTek Integrated Graphics,MediaTek,MediaTek MT Series,,,2.87 pounds,No,,
"$2,499.99",5.0,2,"Blade 17 - 17.3"" Gaming Laptop - QHD 240Hz - Intel Core i7 - NVIDIA GeForce RTX 3070 Ti - 16GB RAM - 1TB SSD",Razer,2022,Black,LCD,17.3 inches,2560 x 1440 (QHD),No,Windows 11 Home,Cortana,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3070 Ti,Intel,Intel 12th Generation Core i7,,,6.06 pounds,Yes,,
$299.99,4.5,1770,"IdeaPad 3 15"" HD Touch Screen Laptop - Intel Core i3-1115G4 - Intel UHD Graphics - 8GB Memory - 256GB SSD",Lenovo,2021,Gold,LCD,15.6 inches,1366 x 768 (HD),Yes,Windows 11 Home in S Mode,,SSD,256 gigabytes,8 gigabytes,DDR4,Lithium-ion polymer,7.3 hours,Integrated,Intel,Intel UHD Graphics,Intel,Intel 11th Generation Core i3,,,4.07 pounds,No,720p,1
"$2,499.99",5.0,1 Review,"Blade 17 - 17.3"" Gaming Laptop - FHD 360Hz - Intel Core i7 - NVIDIA GeForce RTX 3070 Ti - 16GB RAM - 1TB SSD",Razer,2022,Black,LCD,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Home,Cortana,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3070 Ti,Intel,Intel 12th Generation Core i7,,,6.06 pounds,Yes,,
"$3,199.99",4.3,18,"ROG 16"" WQXGA 165Hz Gaming Laptop - Intel Core i9 - 32GB DDR5 Memory - NVIDIA GeForce RTX 3080 Ti - 2TB SSD",ASUS,2022,Black,LED,16 inches,2560 x 1600,No,Windows 11 Pro,,SSD,2000 gigabytes,32 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3080 Ti,Intel,Intel 12th Generation Core i9,14-core,5 gigahertz,4.41 pounds,Yes,720p,1
"$1,419.99",2.0,1 Review,"ThinkPad T14 Gen 3 14"" Touch-Screen Notebook - AMD Ryzen 7 PRO 6850U - 16GB Memory - 512GB SSD",Lenovo,2022,Black,,14 inches,1920 x 1200 (WUXGA),Yes,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,,Integrated,AMD Radeon,AMD Radeon RX 6800M,AMD,AMD Ryzen 7 6000 Series,,,3.26 pounds,Yes,,
"$2,499.99",5.0,1 Review,"GE66 Raider 15.6"" Gaming Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce RTX 3080 Ti - 1 TB SSD",MSI,2022,Blue,,15.6 inches,2560 x 1440 (QHD),No,Windows 11 Home,No,SSD,1000 gigabytes,32 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3080 Ti,Intel,Intel 12th Generation Core i7,,1.7 gigahertz,5.25 pounds,Yes,,1
"$2,199.99",4.7,3,"AORUS 17.3"" FHD Laptop -Intel i7-13700H - 16GB DDR5 - NVIDIA Geforce RTX 4080 - 1TB SSD",GIGABYTE,2023,Black,,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,1024 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4080,Intel,Intel 13th Generation Core i7,,,6 pounds,Yes,,
"$1,879.99",5.0,4,"ROG 13.4"" Touchscreen Gaming Tablet WQXGA-Intel Core i9 with 16GB Memory-NVIDIA GeForce RTX 4060 V8G Graphics-1TB SSD",ASUS,2023,Black,LED,13.4 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,12 hours,Dedicated,NVIDIA,NVIDIA GeForce RTX 4080,Intel,Intel 13th Generation Core i9,,,2.6 pounds,Yes,720p,
$969.99,,Be the first to write a review,"ProBook 440 G9 14"" Laptop - Intel Core i5 with 8GB Memory - 256 GB SSD",HP,2022,Silver,LCD,14 inches,1920 x 1080 (Full HD),Yes,Windows 11 Pro,No,SSD,256 gigabytes,8 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,10-core,1.3 gigahertz,3.04 pounds,No,,
"$1,411.99",5.0,1 Review,"Victus 16.1 "" Gaming Laptop -Intel Core i7-13700H with 16GB Memory - NVIDIA GeForce RTX  4060 - 512GB SSD",HP,2023,Silver,LED,16.1 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR5 SDRAM,Lithium-ion polymer,10 hours,Dedicated,NVIDIA,NVIDIA GeForce RTX 4060,Intel,Intel 13th Generation Core i7,14-core,5 gigahertz,5.11 pounds,Yes,1080p,1
$999.99,5.0,3,"15.6"" Gaming Laptop 1920x1080 (FHD) - Intel i5-12450H with 16GB DDR4 - NVIDIA GeForce RTX 4050 - 512GB SSD",GIGABYTE,2023,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion polymer,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4050,Intel,Intel 12th Generation Core i5,,,4.39 pounds,Yes,,
"$1,079.99",4.6,253,Surface Pro 8 – 13” Touch Screen – Intel Evo Platform Core i5 – 8GB Memory – 256GB SSD – Device Only,Microsoft,2021,Gray,LCD,13 inches,2880 x 1920,,Windows 11 Home,,,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,16 hours,,,,Intel,Intel 11th Gen Core i5-1135G7,,,31.42 ounces,,1080p,
$948.00,4.7,304,"Surface Pro 9 – 13"" Touch Screen – Intel Evo Platform Core i5- 8GB Memory – 256GB SSD – Device Only (Latest Model)",Microsoft,2022,Blue,LCD,13 inches,2880 x 1920,,Windows 11 Home,,,256 gigabytes,8 gigabytes,LPDDR5,Lithium-ion,15.5 hours,,,,Intel,12th Gen Intel Core i5-1235U,,,31.74 ounces,,1080p,
"$1,799.99",5.0,1 Review,"Predator Helios 300 Gaming Laptop - 15.6"" QHD 165Hz IPS – Intel 12th Gen i7 – GeForce RTX 3070 - 16GB DDR5 – 1TB SSD",Acer,2022,Black,LCD,15.6 inches,2560 x 1440 (QHD),No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3070,Intel,Intel 12th Generation Core i7,14-core,,5.73 pounds,Yes,1080p,1
"$1,012.99",3.0,4,"Geek Squad Certified Refurbished Galaxy Book Pro 360 15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 1TB SSD",Samsung,2021,Blue,,15.6 inches,1920 x 1080 (Full HD),Yes,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,LPDDR4X,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,,,3.06 pounds,Yes,,
"$2,499.99",4.3,21,"ROG Zephyrus 14"" Gaming Laptop - AMD Ryzen 9 - 32GB Memory - AMD RX 6800S - 1TB SSD",ASUS,2022,White,LED,14 inches,2560 x 1600,No,Windows 11 Pro,,SSD,1000 gigabytes,32 gigabytes,DDR5,Lithium-ion,,Dedicated,AMD Radeon,AMD Radeon RX 6800S,AMD,AMD Ryzen 9 6000 Series,14-core,4.9 gigahertz,3.79 pounds,Yes,720p,1
"$2,199.99",5.0,2,"Raider 17.3"" Gaming Laptop - Intel 12th Gen Core i7 with 16GB Memory - NVIDIA GeForce RTX 3080 Ti - 1TB SSD",MSI,2022,Gray,,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,16 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,,Integrated,NVIDIA,NVIDIA GeForce RTX 3080 Ti,Intel,Intel 12th Generation Core i7,16-core,,6.39 pounds,Yes,1080p,1
$409.99,4.8,5,"Refurbished Latitude E5570 15.6"" Laptop - Intel Core i5 - 16GB Memory - 256GB Solid State Drive",Dell,2020,Black,LCD,15.6 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel HD Graphics 520,Intel,Intel 6th Generation Core i5,2-core (dual-core),2.4 gigahertz,4.61 pounds,No,,
"$1,249.99",4.1,49,"16.1"" 144Hz Full HD Gaming Laptop - Intel Core i5 - 16GB Memory - NVIDIA GeForce RTX 4050 - 512GB SSD",HP OMEN,2023,Black,,16.1 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4050,Intel,Intel 13th Generation Core i5,8-core,4.6 gigahertz,5.4 pounds,Yes,,1
"$3,299.99",4.5,2,"Blade 17 - 17.3"" Gaming Laptop - FHD 360Hz - Intel Core i7 - NVIDIA GeForce RTX 3080 Ti - 32GB RAM - 1TB SSD",Razer,2022,Black,LCD,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Home,Cortana,SSD,1000 gigabytes,32 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3080 Ti,Intel,Intel 12th Generation Core i7,,,6.06 pounds,Yes,,
"$1,999.99",4.5,2,"Summit E16 Flip A13V 2in1 16"" Touchscreen Laptop - Intel Core i7 - NVIDIA GeForce RTX 4050 with 32GB Memory - 1TB SSD",MSI,2023,Black,,16 inches,2560 x 1600,Yes,Windows 11 Pro,,SSD,1000 gigabytes,32 gigabytes,LPDDR5,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4050,Intel,Intel 13th Generation Core i7,,,4.63 pounds,Yes,,
